C,Mn,Al,Si,Fe,UTS,UE
0.201,1.8,0.041,1.24,96.71800000000002,817.8,27.4
0.201,1.8,0.041,1.24,96.71800000000002,853.0,24.1
0.201,1.8,0.041,1.24,96.71800000000002,787.9,24.7
0.201,1.8,0.041,1.24,96.71800000000002,815.7,27.9
0.201,1.8,0.041,1.24,96.71800000000002,839.5,22.9
0.201,1.8,0.041,1.24,96.71800000000002,859.2,22.6
0.115,1.54,0.91,0.02,97.415,840.0,17.4
0.115,1.54,0.91,0.02,97.415,544.0,20.6
0.115,1.54,0.91,0.02,97.415,543.0,20.2
0.115,1.54,0.91,0.02,97.415,544.0,20.6
0.183,1.56,1.73,0.02,96.50699999999999,986.0,14.3
0.183,1.56,1.73,0.02,96.50699999999999,633.0,24.4
0.183,1.56,1.73,0.02,96.50699999999999,623.0,26.3
0.183,1.56,1.73,0.02,96.50699999999999,635.0,27.1
0.15,1.4,0.0,0.26,98.18999999999998,470.0,14.6
0.17,1.41,0.0,1.07,97.35000000000001,630.0,17.8
0.15,1.41,0.0,1.24,97.2,628.0,19.5
0.15,1.4,0.0,1.44,97.00999999999999,650.0,23.5
0.16,1.4,0.0,1.71,96.73,645.0,18.0
0.16,1.39,0.0,1.96,96.49000000000001,600.0,17.4
0.17,2.07,0.0,0.57,97.19000000000001,1271.0,6.4
0.17,2.07,0.0,0.57,97.19000000000001,1196.0,10.0
0.17,2.07,0.0,0.57,97.19000000000001,1024.0,12.0
0.15,1.5,0.04,1.5,96.80999999999999,754.1396008740082,22.62981534562105
0.15,1.5,0.04,1.5,96.80999999999999,748.0650413990468,17.7036689688467
0.15,1.5,0.04,1.5,96.80999999999999,1004.2785621748897,8.545580982954903
0.15,1.5,0.04,1.5,96.80999999999999,959.2642065751305,10.960045491558246
0.31,1.57,0.009,1.51,96.601,944.9288857395952,28.27420330698114
0.31,1.57,0.009,1.51,96.601,972.0461096511793,15.951289636297394
0.46,1.54,0.05,1.49,96.46000000000001,1238.3389520520418,25.23227161918644
0.46,1.54,0.05,1.49,96.46000000000001,1251.5637000851038,19.482532123480077
0.11,1.53,0.04,1.5,96.82,674.115790288482,24.60767305873808
0.12,1.51,0.04,0.78,97.54999999999998,635.4980488406268,23.367805995674317
0.11,1.55,1.5,0.06,96.78,581.0236097248344,24.60767305873808
0.15,1.52,0.048,0.64,97.642,802.7,15.4
0.15,1.52,0.048,0.64,97.642,787.6,18.3
0.15,1.52,0.048,0.64,97.642,778.8,18.9
0.15,1.52,0.048,0.64,97.642,754.6,18.9
0.15,1.52,0.048,0.64,97.642,742.7,19.6
0.15,1.52,0.048,0.64,97.642,746.0,18.8
0.15,1.52,0.048,0.64,97.642,726.8,20.5
0.15,1.52,0.048,0.64,97.642,735.8,20.8
0.15,1.52,0.048,0.64,97.642,739.8,19.7
0.15,1.52,0.048,0.64,97.642,726.9,20.8
0.15,1.52,0.048,0.64,97.642,751.9,18.6
0.15,1.52,0.048,0.64,97.642,760.8,19.8
0.15,1.52,0.048,0.64,97.642,745.4,20.4
0.15,1.52,0.048,0.64,97.642,747.7,19.0
0.15,1.52,0.048,0.64,97.642,741.2,16.8
0.16,1.47,0.046,1.42,96.904,756.0,22.7
0.16,1.47,0.046,1.42,96.904,760.0,20.8
0.16,1.47,0.046,1.42,96.904,773.0,19.7
0.16,1.47,0.046,1.42,96.904,754.0,14.6
0.16,1.47,0.046,1.42,96.904,725.0,13.3
0.16,2.52,0.055,1.41,95.855,1193.0,14.5
0.16,2.52,0.055,1.41,95.855,1155.0,13.6
0.16,2.52,0.055,1.41,95.855,1163.0,13.6
0.16,2.52,0.055,1.41,95.855,1136.0,13.4
0.16,2.52,0.055,1.41,95.855,1166.0,13.8
0.15,2.55,0.047,1.0,96.253,1055.0,14.2
0.15,2.55,0.047,1.0,96.253,968.0,16.3
0.15,2.55,0.047,1.0,96.253,998.0,15.7
0.15,2.55,0.047,1.0,96.253,960.0,15.4
0.15,2.55,0.047,1.0,96.253,1004.0,15.3
0.32,1.42,0.0,1.56,96.7,1135.2657039777353,13.54170177814864
0.32,1.42,0.0,1.56,96.7,1049.9454349225743,23.24449985302548
0.32,1.42,0.0,1.56,96.7,959.1399348435361,21.045945208129947
0.32,1.42,0.0,1.56,96.7,1256.9650684945825,10.186037362101064
0.32,1.42,0.0,1.56,96.7,1071.3785445145002,19.005556582036263
0.32,1.42,0.0,1.56,96.7,1019.81410390066,18.64907490217118
0.32,1.42,0.0,1.56,96.7,1204.6414219262817,10.73834717279334
0.32,1.42,0.0,1.56,96.7,1285.1351168058154,8.004207639260041
0.32,1.42,0.0,1.56,96.7,1415.2956614141217,7.680680549621988
0.32,2.65,0.0,0.95,96.08,961.9528608501538,26.617431016687988
0.32,2.65,0.0,0.95,96.08,1076.2386562356244,30.082671895172417
0.32,2.65,0.0,0.95,96.08,968.1837566756237,21.774404070590837
0.11,1.55,1.5,0.059,96.781,540.9475905927518,22.507246824749917
0.11,1.55,1.5,0.059,96.781,545.0607052718375,23.986189696606175
0.11,1.55,1.5,0.059,96.781,552.6530750033648,25.23227161918644
0.11,1.55,1.5,0.059,96.781,564.9673547763631,22.998257178075264
0.11,1.55,1.5,0.059,96.781,566.2651360215914,24.35870676190619
0.11,1.55,1.5,0.059,96.781,578.7230704947509,24.982057373598398
0.11,1.55,1.5,0.059,96.781,575.3526977896388,23.367805995674317
0.11,1.55,1.5,0.059,96.781,586.9856834091561,22.507246824749917
0.11,1.55,1.5,0.059,96.781,583.0674304317256,21.409628295623296
0.11,1.55,1.5,0.059,96.781,594.3741650908568,23.491235506139454
0.11,1.55,1.5,0.059,96.781,598.3102903201833,23.61478850785035
0.11,1.55,1.5,0.059,96.781,604.9048687065416,23.738465124360065
0.11,1.55,1.5,0.059,96.781,616.5303774849243,23.367805995674317
0.11,1.53,0.043,1.5,96.817,679.2692009173448,23.986189696606175
0.11,1.53,0.043,1.5,96.817,673.286220624403,22.384800811135808
0.11,1.53,0.043,1.5,96.817,678.3831465907087,22.62981534562105
0.11,1.53,0.043,1.5,96.817,682.2671274945596,22.75250649631777
0.11,1.53,0.043,1.5,96.817,695.9900468371538,22.875320399531198
0.11,1.53,0.043,1.5,96.817,703.4250086529283,23.367805995674317
0.11,1.53,0.043,1.5,96.817,684.6744964537356,22.262477182332717
0.11,1.53,0.043,1.5,96.817,683.092167017573,21.652690533431617
0.11,1.53,0.043,1.5,96.817,684.6745781006998,21.16705169649005
0.11,1.53,0.043,1.5,96.817,680.4402939498349,20.20158230963014
0.11,1.53,0.043,1.5,96.817,696.7479026849574,20.80409524829019
0.11,1.53,0.043,1.5,96.817,696.0515030401281,20.92495976572515
0.11,1.53,0.043,1.5,96.817,719.4594969406993,20.562728504992478
0.11,1.53,0.043,1.5,96.817,700.6567436947157,19.602074416788362
0.11,1.53,0.043,1.5,96.817,700.4752063513423,19.961419387986833
0.115,1.51,0.38,0.49,97.50500000000001,626.0329327695986,19.482532123480077
0.115,1.51,0.38,0.49,97.50500000000001,631.8915297340199,19.482532123480077
0.115,1.51,0.38,0.49,97.50500000000001,641.9675436400304,20.44222603776298
0.115,1.51,0.38,0.49,97.50500000000001,667.7557872966203,21.16705169649005
0.115,1.51,0.38,0.49,97.50500000000001,693.4303276496821,19.363109312713878
0.115,1.51,0.38,0.49,97.50500000000001,711.7104925445797,17.35108709918103
0.128,1.56,0.515,0.005,97.792,534.2578229457957,17.93931187113906
0.128,1.56,0.515,0.005,97.792,548.8883296776073,18.530485132036546
0.128,1.56,0.515,0.005,97.792,576.0858648103543,19.721736312181015
0.128,1.56,0.515,0.005,97.792,590.1435392091704,18.530485132036546
0.128,1.56,0.515,0.005,97.792,595.4105764392209,20.92495976572515
0.128,1.56,0.515,0.005,97.792,624.3963307629837,18.530485132036546
0.2,3.0,0.06,1.6,95.14,1187.0,13.0
0.2,3.0,0.06,1.6,95.14,1069.0,16.0
0.2,3.0,0.06,1.6,95.14,985.0,17.0
0.2,3.0,0.06,1.6,95.14,1083.0,13.0
0.2,3.0,0.06,1.6,95.14,1029.0,13.0
0.2,3.0,0.06,1.6,95.14,1033.0,15.0
0.2,3.0,0.06,1.6,95.14,1087.0,14.0
0.2,3.0,0.06,1.6,95.14,1174.0,14.0
0.2,3.0,0.06,1.6,95.14,1011.0,15.0
0.2,3.0,0.06,1.6,95.14,1047.0,16.0
0.2,3.0,0.06,1.6,95.14,1107.0,15.0
0.2,3.0,0.06,1.6,95.14,1136.0,12.0
0.2,3.0,0.06,1.6,95.14,1432.0,7.0
0.2,3.0,0.06,1.6,95.14,1410.0,5.0
0.2,3.0,0.06,1.6,95.14,1371.0,6.0
0.2,3.0,0.06,1.6,95.14,1398.0,5.0
0.2,3.0,0.06,1.6,95.14,1445.0,9.0
0.2,3.0,0.06,1.6,95.14,1382.0,7.0
0.2,3.0,0.06,1.6,95.14,1362.0,8.0
0.2,3.0,0.06,1.6,95.14,1356.0,8.0
0.2,3.0,0.06,1.6,95.14,1445.0,9.0
0.2,3.0,0.06,1.6,95.14,1373.0,10.0
0.2,3.0,0.06,1.6,95.14,1318.0,10.0
0.2,3.0,0.06,1.6,95.14,1342.0,10.0
0.2,3.0,0.06,1.6,95.14,1458.0,9.0
0.2,3.0,0.06,1.6,95.14,1271.0,10.0
0.2,3.0,0.06,1.6,95.14,1228.0,10.0
0.2,3.0,0.06,1.6,95.14,1359.0,11.0
0.29,2.95,0.06,1.59,95.10999999999999,873.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,908.0,11.0
0.29,2.95,0.06,1.59,95.10999999999999,865.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,910.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,880.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,877.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,874.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,883.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,881.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,888.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,891.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,874.0,13.0
0.29,2.95,0.06,1.59,95.10999999999999,1648.0,9.0
0.29,2.95,0.06,1.59,95.10999999999999,1548.0,11.0
0.29,2.95,0.06,1.59,95.10999999999999,1492.0,15.0
0.29,2.95,0.06,1.59,95.10999999999999,1501.0,13.0
0.29,2.95,0.06,1.59,95.10999999999999,1632.0,10.0
0.29,2.95,0.06,1.59,95.10999999999999,1535.0,11.0
0.29,2.95,0.06,1.59,95.10999999999999,1495.0,15.0
0.29,2.95,0.06,1.59,95.10999999999999,1520.0,14.0
0.29,2.95,0.06,1.59,95.10999999999999,1709.0,8.0
0.29,2.95,0.06,1.59,95.10999999999999,1558.0,12.0
0.29,2.95,0.06,1.59,95.10999999999999,1489.0,15.0
0.29,2.95,0.06,1.59,95.10999999999999,1419.0,4.0
0.29,2.95,0.06,1.59,95.10999999999999,1571.0,2.0
0.29,2.95,0.06,1.59,95.10999999999999,1452.0,3.0
0.29,2.95,0.06,1.59,95.10999999999999,1543.0,10.0
0.29,2.95,0.06,1.59,95.10999999999999,1645.0,11.0
0.28,4.95,0.06,1.64,93.07,1132.0,9.0
0.28,4.95,0.06,1.64,93.07,1165.0,10.0
0.28,4.95,0.06,1.64,93.07,1151.0,4.0
0.28,4.95,0.06,1.64,93.07,1153.0,9.0
0.28,4.95,0.06,1.64,93.07,1118.0,9.0
0.28,4.95,0.06,1.64,93.07,1135.0,9.0
0.28,4.95,0.06,1.64,93.07,1113.0,11.0
0.28,4.95,0.06,1.64,93.07,1174.0,6.0
0.28,4.95,0.06,1.64,93.07,1145.0,8.0
0.28,4.95,0.06,1.64,93.07,1150.0,8.0
0.28,4.95,0.06,1.64,93.07,1124.0,10.0
0.28,4.95,0.06,1.64,93.07,1177.0,9.0
0.28,4.95,0.06,1.64,93.07,1244.0,0.9
0.28,4.95,0.06,1.64,93.07,958.0,0.6
0.28,4.95,0.06,1.64,93.07,1244.0,0.6
0.28,4.95,0.06,1.64,93.07,1195.0,0.8
0.28,4.95,0.06,1.64,93.07,690.0,0.4
0.28,4.95,0.06,1.64,93.07,971.0,0.6
0.28,4.95,0.06,1.64,93.07,837.0,0.5
0.28,4.95,0.06,1.64,93.07,1276.0,0.8
0.28,4.95,0.06,1.64,93.07,1629.0,9.5
0.28,4.95,0.06,1.64,93.07,1541.0,11.3
0.28,4.95,0.06,1.64,93.07,1153.0,1.2
0.28,4.95,0.06,1.64,93.07,1362.0,1.0
0.17,1.65,1.11,0.38,96.69,1044.6,11.1
0.17,1.65,1.11,0.38,96.69,988.0,8.9
0.17,1.65,1.11,0.38,96.69,964.3,14.5
0.17,1.65,1.11,0.38,96.69,912.5,15.2
0.17,1.65,1.11,0.38,96.69,986.3,10.6
0.17,1.65,1.11,0.38,96.69,866.5,14.4
0.17,1.65,1.11,0.38,96.69,807.9,19.5
0.17,1.65,1.11,0.38,96.69,784.3,19.8
0.17,1.65,1.11,0.38,96.69,940.6,14.7
0.17,1.65,1.11,0.38,96.69,817.9,20.8
0.17,1.65,1.11,0.38,96.69,821.5,22.1
0.17,1.65,1.11,0.38,96.69,811.5,21.1
0.17,1.65,1.11,0.38,96.69,903.0,12.5
0.17,1.65,1.11,0.38,96.69,777.0,19.1
0.17,1.65,1.11,0.38,96.69,809.0,21.8
0.17,1.65,1.11,0.38,96.69,961.0,8.8
0.17,1.65,1.11,0.38,96.69,868.0,14.4
0.17,1.65,1.11,0.38,96.69,818.0,20.9
0.17,1.65,1.11,0.38,96.69,1102.0,6.7
0.17,1.65,1.11,0.38,96.69,1084.0,7.3
0.17,1.65,1.11,0.38,96.69,995.0,5.9
0.17,1.65,1.11,0.38,96.69,793.0,21.5
0.17,1.65,1.11,0.38,96.69,772.0,22.6
0.19,1.59,0.036,1.63,96.554,1229.0,10.5
0.19,1.59,0.036,1.63,96.554,1045.0,16.1
0.19,1.59,0.036,1.63,96.554,953.0,21.0
0.19,1.59,0.036,1.63,96.554,877.0,25.6
0.19,1.59,0.036,1.63,96.554,806.0,30.9
0.19,1.59,0.036,1.63,96.554,1058.0,15.3
0.19,1.59,0.036,1.63,96.554,957.0,20.0
0.19,1.59,0.036,1.63,96.554,869.0,25.9
0.19,1.59,0.036,1.63,96.554,808.0,30.0
0.19,1.59,0.036,1.63,96.554,1569.0,7.3
0.19,1.59,0.036,1.63,96.554,1589.0,6.8
0.19,1.59,0.036,1.63,96.554,1424.0,8.5
0.19,1.59,0.036,1.63,96.554,1408.0,8.7
0.19,1.59,0.036,1.63,96.554,1400.0,7.8
0.19,1.59,0.036,1.63,96.554,1334.0,9.4
0.19,1.59,0.036,1.63,96.554,1432.0,8.4
0.19,1.59,0.036,1.63,96.554,1424.0,7.4
0.19,1.59,0.036,1.63,96.554,1390.0,8.5
0.19,1.59,0.036,1.63,96.554,1331.0,9.0
0.19,1.59,0.036,1.63,96.554,1384.0,8.4
0.19,1.59,0.036,1.63,96.554,1384.0,8.6
0.19,1.59,0.036,1.63,96.554,1370.0,8.6
0.19,1.59,0.036,1.63,96.554,1304.0,10.0
0.19,1.59,0.036,1.63,96.554,1210.0,14.0
0.19,1.59,0.036,1.63,96.554,1393.0,8.7
0.19,1.59,0.036,1.63,96.554,1368.0,8.9
0.19,1.59,0.036,1.63,96.554,1338.0,9.0
0.19,1.59,0.036,1.63,96.554,1241.0,10.7
0.19,1.59,0.036,1.63,96.554,1147.0,14.2
0.19,1.59,0.036,1.63,96.554,1219.0,7.7
0.19,1.59,0.036,1.63,96.554,1179.0,14.9
0.19,1.59,0.036,1.63,96.554,1081.0,17.3
0.19,1.59,0.036,1.63,96.554,893.0,19.4
0.19,1.59,0.036,1.63,96.554,1072.0,15.8
0.19,1.59,0.036,1.63,96.554,980.0,20.5
0.19,1.59,0.036,1.63,96.554,904.0,24.8
0.19,1.59,0.036,1.63,96.554,859.0,23.6
0.19,1.59,0.036,1.63,96.554,1022.0,19.4
0.19,1.59,0.036,1.63,96.554,951.0,22.7
0.19,1.59,0.036,1.63,96.554,1245.0,12.7
0.19,1.59,0.036,1.63,96.554,1178.0,13.6
0.19,1.59,0.036,1.63,96.554,1082.0,14.8
0.19,1.59,0.036,1.63,96.554,989.0,14.6
0.19,1.59,0.036,1.63,96.554,1179.0,9.9
0.19,1.59,0.036,1.63,96.554,1157.0,9.2
0.19,1.59,0.036,1.63,96.554,1135.0,8.5
0.19,1.59,0.036,1.63,96.554,1097.0,9.9
0.19,1.59,0.036,1.63,96.554,1186.0,12.5
0.19,1.59,0.036,1.63,96.554,1138.0,9.9
0.19,1.59,0.036,1.63,96.554,1118.0,10.1
0.19,1.59,0.036,1.63,96.554,1071.0,10.2
0.19,1.59,0.036,1.63,96.554,1186.0,11.7
0.19,1.59,0.036,1.63,96.554,1088.0,11.8
0.19,1.59,0.036,1.63,96.554,1086.0,11.3
0.19,1.59,0.036,1.63,96.554,1058.0,11.6
0.19,1.59,0.036,1.63,96.554,1182.0,12.7
0.19,1.59,0.036,1.63,96.554,1088.0,13.8
0.19,1.59,0.036,1.63,96.554,1045.0,10.6
0.19,1.59,0.036,1.63,96.554,1009.0,14.4
0.19,1.59,0.036,1.63,96.554,1033.0,20.0
0.19,1.59,0.036,1.63,96.554,991.0,21.5
0.19,1.59,0.036,1.63,96.554,975.0,21.7
0.19,1.59,0.036,1.63,96.554,944.0,12.9
0.19,1.59,0.036,1.63,96.554,1785.0,3.9
0.19,1.59,0.036,1.63,96.554,1385.0,7.3
0.19,1.59,0.036,1.63,96.554,1249.0,8.1
0.19,1.59,0.036,1.63,96.554,1143.0,8.9
0.19,1.59,0.036,1.63,96.554,1155.0,7.4
0.19,1.59,0.036,1.63,96.554,1510.0,6.1
0.19,1.59,0.036,1.63,96.554,1463.0,5.2
0.19,1.59,0.036,1.63,96.554,1440.0,4.1
0.19,1.59,0.036,1.63,96.554,1443.0,3.1
0.19,1.59,0.036,1.63,96.554,1407.0,5.3
0.19,1.59,0.036,1.63,96.554,1410.0,4.0
0.19,1.59,0.036,1.63,96.554,1398.0,2.9
0.19,1.59,0.036,1.63,96.554,1351.0,3.3
0.19,1.59,0.036,1.63,96.554,1362.0,3.8
0.19,1.59,0.036,1.63,96.554,1342.0,4.1
0.19,1.59,0.036,1.63,96.554,1307.0,5.2
0.19,1.59,0.036,1.63,96.554,1192.0,5.9
0.19,1.59,0.036,1.63,96.554,1483.0,4.7
0.19,1.59,0.036,1.63,96.554,1446.0,3.7
0.19,1.59,0.036,1.63,96.554,1424.0,3.3
0.19,1.59,0.036,1.63,96.554,1388.0,4.5
0.19,1.59,0.036,1.63,96.554,1380.0,2.5
0.19,1.59,0.036,1.63,96.554,1368.0,2.7
0.19,1.59,0.036,1.63,96.554,1366.0,2.6
0.19,1.59,0.036,1.63,96.554,1309.0,2.9
0.19,1.59,0.036,1.63,96.554,1248.0,5.2
0.18,2.7,0.0,1.7,95.41999999999999,1232.0,11.5
0.28,2.56,0.049,1.56,95.55099999999999,1590.8269579699854,8.654180854823812
0.2,2.0,0.0,1.5,96.3,1060.0,16.4
0.2,2.0,0.0,1.5,96.3,1057.0,10.4
0.29,3.0,0.0,1.4,95.30999999999999,1433.0,8.8
0.29,3.0,0.0,1.4,95.30999999999999,1409.0,11.2
0.29,3.0,0.0,1.4,95.30999999999999,1408.0,10.9
0.29,3.0,0.0,1.4,95.30999999999999,1397.0,10.4
0.29,3.0,0.0,1.4,95.30999999999999,1442.0,10.7
0.28,4.08,0.0,1.42,94.22,1510.6,15.2
0.28,4.08,0.0,1.42,94.22,1536.2,15.3
0.28,4.08,0.0,1.42,94.22,1396.3,9.8
0.2,1.8,0.036,1.51,96.454,1007.0,17.3
0.22,1.8,0.0,1.4,96.58,1037.5,17.0
0.002,0.15,0.058,0.002,99.788,296.0,24.4
0.002,0.17,0.0,0.01,99.818,265.0,29.0
0.002,0.17,0.0,0.01,99.818,294.2,32.3
0.002,0.17,0.0,0.01,99.818,321.9,28.4
0.002,0.17,0.0,0.01,99.818,350.9,26.5
0.002,0.17,0.0,0.01,99.818,627.1,0.6
0.002,0.17,0.0,0.01,99.818,828.2,5.0
0.002,0.17,0.0,0.01,99.818,909.1,1.5
0.01,0.0,0.0,0.0,99.99,206.0,37.6
0.01,0.0,0.0,0.0,99.99,296.0,35.7
0.01,0.0,0.0,1.0,98.99,294.0,34.0
0.01,0.0,0.0,1.0,98.99,393.0,29.0
0.0,0.0,0.0,0.0,100.0,214.8,43.5
0.0,0.0,0.0,0.0,100.0,250.8,42.5
0.0,0.0,0.0,0.0,100.0,269.7,40.0
0.0,0.0,0.0,0.0,100.0,283.5,40.0
0.0,0.0,0.0,0.0,100.0,230.8,27.0
0.0,0.0,0.0,0.0,100.0,724.4,0.6
0.0,0.0,0.0,0.0,100.0,839.7,0.5
0.0,0.0,0.0,0.0,100.0,483.9,20.3
0.0,0.0,0.0,0.0,100.0,886.1,0.8
0.01,0.0,0.0,0.98,99.00999999999999,303.7,37.7
0.01,0.0,0.0,0.98,99.00999999999999,327.6,37.7
0.01,0.0,0.0,0.98,99.00999999999999,350.6,35.9
0.01,0.0,0.0,0.98,99.00999999999999,355.5,36.6
0.01,0.0,0.0,0.98,99.00999999999999,362.6,34.8
0.01,0.0,0.0,1.92,98.07,378.9,37.0
0.01,0.0,0.0,1.92,98.07,416.2,33.4
0.01,0.0,0.0,1.92,98.07,420.6,33.1
0.01,0.0,0.0,1.92,98.07,434.9,31.3
0.01,0.0,0.0,1.92,98.07,459.6,29.5
0.0,30.0,0.0,0.0,70.0,551.0,31.6
0.0,32.6,0.0,0.0,67.4,446.0,41.3
0.0,33.0,0.0,3.96,63.04,724.0,45.8
0.78,0.03,0.0,0.03,99.16,761.2,13.1
0.78,0.03,0.0,0.03,99.16,1060.0,7.7
0.78,0.03,0.0,0.03,99.16,1209.0,1.8
0.78,0.03,0.0,0.03,99.16,1347.0,2.2
0.78,0.03,0.0,0.03,99.16,1524.0,1.6
0.78,0.03,0.0,0.03,99.16,1533.3,1.5
0.78,0.03,0.0,0.03,99.16,870.5,0.3
0.78,0.03,0.0,0.03,99.16,706.1,3.4
0.78,0.03,0.0,0.03,99.16,568.2,18.8
0.78,0.03,0.0,0.03,99.16,1351.6,5.1
0.78,0.03,0.0,0.03,99.16,1220.4,0.4
0.78,0.03,0.0,0.03,99.16,1150.6,0.2
0.82,0.97,0.0,0.03,98.18,999.8,11.9
0.82,0.97,0.0,0.03,98.18,1118.0,5.8
0.82,0.97,0.0,0.03,98.18,1272.0,3.1
0.82,0.97,0.0,0.03,98.18,1530.0,1.3
0.82,0.97,0.0,0.03,98.18,1915.2,1.5
0.82,0.97,0.0,0.03,98.18,1188.6,2.6
0.82,0.97,0.0,0.03,98.18,1013.6,2.6
0.82,0.97,0.0,0.03,98.18,790.9,12.8
0.82,0.97,0.0,0.03,98.18,1705.8,6.4
0.82,0.97,0.0,0.03,98.18,1584.9,4.6
0.82,0.97,0.0,0.03,98.18,1405.8,4.3
0.77,1.96,0.0,0.03,97.24000000000001,1143.2,9.5
0.77,1.96,0.0,0.03,97.24000000000001,1883.3,1.7
0.77,1.96,0.0,0.03,97.24000000000001,1268.2,7.6
0.77,1.96,0.0,0.03,97.24000000000001,1087.9,8.1
0.77,1.96,0.0,0.03,97.24000000000001,849.2,11.0
0.77,1.96,0.0,0.03,97.24000000000001,1794.3,6.6
0.77,1.96,0.0,0.03,97.24000000000001,1673.5,5.3
0.77,1.96,0.0,0.03,97.24000000000001,1504.8,5.9
0.8,0.03,0.0,0.99,98.18,1059.8,14.4
0.8,0.03,0.0,0.99,98.18,1244.0,2.7
0.8,0.03,0.0,0.99,98.18,1370.0,2.2
0.8,0.03,0.0,0.99,98.18,1519.0,2.6
0.8,0.03,0.0,0.99,98.18,1920.5,2.0
0.8,0.03,0.0,0.99,98.18,1162.1,9.2
0.8,0.03,0.0,0.99,98.18,976.5,11.2
0.8,0.03,0.0,0.99,98.18,817.4,18.9
0.8,0.03,0.0,0.99,98.18,1752.6,4.1
0.8,0.03,0.0,0.99,98.18,1631.8,5.4
0.8,0.03,0.0,0.99,98.18,1405.8,4.4
0.82,0.03,0.0,2.01,97.14,1104.4,14.6
0.82,0.03,0.0,2.01,97.14,2010.6,1.9
0.82,0.03,0.0,2.01,97.14,1188.6,10.3
0.82,0.03,0.0,2.01,97.14,1050.8,12.5
0.82,0.03,0.0,2.01,97.14,859.8,17.1
0.82,0.03,0.0,2.01,97.14,1929.7,6.1
0.82,0.03,0.0,2.01,97.14,1840.1,7.3
0.82,0.03,0.0,2.01,97.14,1577.7,5.5
0.79,2.0,0.0,1.0,96.21,1182.0,11.4
0.79,2.0,0.0,1.0,96.21,1936.4,1.6
0.79,2.0,0.0,1.0,96.21,1549.2,9.4
0.79,2.0,0.0,1.0,96.21,1204.5,8.2
0.79,2.0,0.0,1.0,96.21,976.5,12.0
0.79,2.0,0.0,1.0,96.21,1914.1,5.4
0.79,2.0,0.0,1.0,96.21,1923.4,6.0
0.79,2.0,0.0,1.0,96.21,1702.7,6.1
0.0163,24.3,0.0,0.0,75.6837,786.4350296204076,40.49475905635938
0.016,30.79,0.0,0.0,69.19399999999999,490.9358715009066,44.05140081492171
1.5,0.5,1.6,0.0,96.4,1041.8,9.6
1.5,0.5,1.6,0.0,96.4,1205.0,11.0
1.5,0.5,1.6,0.0,96.4,1231.2,8.2
1.5,0.5,1.6,0.0,96.4,1374.2,6.6
1.5,0.5,1.6,0.0,96.4,1460.0,6.4
1.5,0.5,1.6,0.0,96.4,1527.0,4.9
1.8,0.5,1.6,0.0,96.10000000000001,857.1,10.5
1.8,0.5,1.6,0.0,96.10000000000001,1131.0,9.1
1.8,0.5,1.6,0.0,96.10000000000001,1290.5,5.7
1.8,0.5,1.6,0.0,96.10000000000001,1376.2,6.6
0.018,31.6,0.0,6.45,61.932,695.0,20.0
0.018,31.6,0.0,6.45,61.932,710.0,27.0
0.001,19.8,0.0,0.0,80.199,692.0,27.4
0.002,28.4,0.0,0.0,71.59800000000001,594.0,45.7
0.001,32.3,0.0,0.0,67.699,430.0,41.5
0.002,39.7,0.0,0.0,60.298,419.0,39.2
3.35,0.3,0.0,2.25,94.10000000000001,390.0,19.0
3.41,0.12,0.0,3.2,93.27,470.0,13.0
1.58,0.43,1.65,0.4,95.93999999999998,1467.54613,8.68216
1.58,0.43,1.65,0.4,95.93999999999998,930.0,12.72007
1.58,0.43,1.65,0.4,95.93999999999998,1471.87,9.81
1.5,0.0,1.0,0.0,97.5,970.0,7.7
1.7,0.0,1.5,0.0,96.8,1100.0,10.65141
1.7,0.0,1.5,0.0,96.8,1050.0,10.0
1.47,0.0,0.0,0.0,98.53,462.66565,3.86809
1.48,0.0,0.0,0.0,98.52,399.01409,5.49224
1.64,0.0,0.0,0.0,98.36,430.83987,3.19432
1.64,0.0,0.0,0.0,98.36,761.22182,12.15548
1.56,0.0,0.0,0.0,98.44,767.66275,6.36459
1.8,0.0,2.6,0.0,95.60000000000001,1010.0,10.7
